text,hour,minute,second,day,month,year,datetime,text_clean,sentiment
O Meireles parece alguém imitando o Meireles,19,25,43,26,9,2018,2018-09-26 19:25:43,o meireles parecer alguém imitar o meireles,-1.0
Novamente perdendo um debate por causa da rotina,18,38,32,26,9,2018,2018-09-26 18:38:32,novamente perder debater causar rotina,-1.0
"Pessoal, olha a força da nossa onda laranja! O movimento #JoãoCom6% encheu a caixa de e-mails do Datafolha com mais de mil pedidos de militantes que querem participar das pesquisas do instituto.
Vamos continuar trabalhando para estar no debate dia 04/10!

https://t.co/fC9p90KvBP",19,28,47,26,9,2018,2018-09-26 19:28:47,pessoal olhar o forçar onda laranjo o movimentar joãocom6 encher o caixa e mail datafolha pedir militante querer participar pesquisar instituto continuar parir o debater 04/10,0.0
qual a vibe de fazer um debate 6 da tarde?,18,40,32,26,9,2018,2018-09-26 18:40:32,o vibe debater 6 tardar,-1.0
"@meirelles @cirogomes @MarinaSilva @Haddad_Fernando @geraldoalckmin @TSEjusbr  DEPOIS DESSE DEBATE VOU PEDIR A DEUS PARA QUE COM O CAPITÃO BOLSONARO ELEITO, NÓS NUNCA MAIS TEREMOS QUE VER ESSE BANDO DE MENTIROSO E CANDIDATOS A ASSALTAR OS COFRES DO PAÍS. QUE GENTE FEIA MEU DEUS.",19,17,20,26,9,2018,2018-09-26 19:17:20,@meirelles @cirogomes @marinasilva @haddad_fernando @geraldoalckmin @tsejusbr d debater pedir o deus parir o capitão bolsonaro eleito nó bandar mentiroso e candidato o assaltar o cofre país gente feio deus,1.0
"Bts já fizeram 10 shows nos EUA, foram no Jimmy Fallon, Good Morning America, apareceram em jornal Brasileiro, deram discurso marcante na UNICEF e se apresentaram nos AGT
 
Depois que virei army não sei quando dormir, e se eu piscar o olho é capaz do namjoon virar presidente",17,47,6,26,9,2018,2018-09-26 17:47:06,bts 10 show o eua o jimmy fallon good morning america aparecer jornal brasileiro discursar marcante o unicef e apresentar o agt virar army dormir e piscar o olhar capaz namjoon virar presidente,0.0
"Quem te viu ministra da Dilma ete vê agora vice do Ciro, te desconhece.",18,21,26,26,9,2018,2018-09-26 18:21:26,ministro dilma ete viçar ciro desconhecer,-1.0
Hoje é dia de debate! Confira nossa agenda desta quarta-feira (26). #HaddadPresidente https://t.co/JS16sKG0o2,17,59,19,26,9,2018,2018-09-26 17:59:19,debater conferir agendar d feirar 26 haddadpresidente,0.0
Marina Silva foi muito bem no discurso final #DebateSBT,19,21,46,26,9,2018,2018-09-26 19:21:46,marino silvar o discursar debatesbt,1.0
Cabo Daciolo é uma figuraça.,19,11,13,26,9,2018,2018-09-26 19:11:13,cabo daciolo umar figuraço,1.0
"- Negros, índios, quilombola... essa país é tão jovem que ainda tratamos disso. Vejo pessoas falando que vão acabar com FIES, ProUni, Bolsa Família... elas nunca passaram necessidade, nunca usaram transporte público. Nunca acordaram de manhã sem emprego.

Cabo Daciolo

#DebateSBT",18,48,4,26,9,2018,2018-09-26 18:48:04,negro índio quilombola país jovem tratar d pessoa falar acabar fiar prouni bolsar família passar necessidade transportar público acordar manhã empregar cabo daciolo debatesbt,0.0
"Não Ciro, a gente não vota no Haddad por medo do Bolsonaro.

A gente vota porque lembra como o Brasil era feliz com o projeto do PT, como pobre passou a ter direito a casa e a luz dentro dela, a acesso a faculdade, a saúde e a dignidade.

A gente vota no PT porque tem memória.",19,25,8,26,9,2018,2018-09-26 19:25:08,ciro o gente votar o haddad medo bolsonaro o gente votar lembrar comer o brasil feliz o projeto pt comer pobre passar o direito o casar e o luzir d o acesso o faculdade o saudar e o dignidade o gente votar o pt memória,-1.0
"O POVO NÃO É TOLO, VOTE DACIOLO
#Daciolo51 #DebateSBT https://t.co/XYa3OzubKW",18,55,45,26,9,2018,2018-09-26 18:55:45,o tolo votar daciolo daciolo51 debatesbt,1.0
mano o brasil nao merece o daciolo serio msm,19,22,47,26,9,2018,2018-09-26 19:22:47,manir o brasil nao merecer o daciolo seriar msm,-1.0
Guilherme falando sobre educacao e Ciro fazendo carinha concordando com tudo aff pq os candidatos a presidencia nao… https://t.co/4mDDX6C89T,19,9,23,26,9,2018,2018-09-26 19:09:23,guilherme falar sobrar educacao e ciro caro concordar aff pq o candidato o presidencia nao …,-1.0
É o próprio Frei Beto,18,39,13,26,9,2018,2018-09-26 18:39:13,o frei betar,0.0
"O PIOR PREFEITO DA HISTÓRIA DE SP (INVESTIGADO POR CORRUPÇÃO E HUMILHADO NAS URNAS) QUER SER PRESIDENTE

É TIPO UM TREINADOR SER REBAIXADO NO ESTADUAL E DEPOIS QUERER TREINAR A SELEÇÃO NA COPA DO MUNDO #HaddadAmarelou",19,19,33,26,9,2018,2018-09-26 19:19:33,o prefeito história sp investigar corrupção e humilhar o urna querer presidente treinador rebaixar o estadual e querer treinar o seleção o copar mundo haddadamarelou,-1.0
Esse Álvaro Dias é um ameba! #sbtdebate,18,38,56,26,9,2018,2018-09-26 18:38:56,álvaro ameba sbtdebate,-1.0
LULADRÃO não conseguiu nem eleger o filho como vereador em SBC. Tá na hora de começar a resgatar as notícias daquel… https://t.co/TJxb7KPZHv,19,10,58,26,9,2018,2018-09-26 19:10:58,luladrão conseguir eleger o filhar comer vereador sbc tá o horar começar o resgatar o notícia daquel …,-1.0
cheguei a conclusão que se os cristãos (católicos x evangélicos) quisessem um cristão na presidência votariam no Ca… https://t.co/zVP7cprNjj,18,59,23,26,9,2018,2018-09-26 18:59:23,chegar o conclusão o cristão católico x evangélico querer cristão o presidência votar o ca …,1.0
essas piadas sobre o daciolo como se ele fosse só um cara engraçado e uma ótima opção política pro país me lembram quando as pessoas faziam isso com c e r t o s candidatos,18,56,49,26,9,2018,2018-09-26 18:56:49,piar sobrar o daciolo comer só caro engraçar e umar ótima opção político pro país lembrar o pessoa c e r t o s candidato,-1.0
#HaddadÉLulaNoSBT e #Ciro12 é presidente no Brasil,18,57,28,26,9,2018,2018-09-26 18:57:28,haddadélulanosbt e ciro12 presidente o brasil,0.0
O Cabaço Daciolo desceu do monte ON FIRE,19,26,31,26,9,2018,2018-09-26 19:26:31,o cabaço daciolo descer montar on fire,1.0
"DACIOLO
EU TE AMO!!!!!!!!! 😍😍",19,11,29,26,9,2018,2018-09-26 19:11:29,daciolo amar 😍 😍,1.0
"Primavera das mulheres em Minas Gerais, o Estado que vai devolver Dilma, nosso ❤️ valente, para Brasília, desta vez como senadora. É Haddad presidente, Pimentel governador e Jô Moraes vice e Dilma no senado.  #HaddadPresidente #ManuNoJaburu #dilmasenadora 📸 @carolcaminha https://t.co/Ah9EgVzCax",19,24,9,26,9,2018,2018-09-26 19:24:09,primaverar mulher minar gerar o devolver dilma ❤ ️ valente parir brasília d comer senador haddad presidente pimentel governador e jô moraes viçar e dilma o senado haddadpresidente manunojaburu dilmasenadora 📸 @carolcaminha,1.0
Silêncio que o Presidente vai falar,18,12,50,26,9,2018,2018-09-26 18:12:50,silêncio o presidente falar,1.0
"Irmão de Ciro doou R$ 1,3 milhão à própria campanha https://t.co/36qlkpRyDv",18,58,30,26,9,2018,2018-09-26 18:58:30,"irmão ciro doar r$ 1,3 milhão campanha",0.0
"Cabo Daciolo disse que é favorável à política de cotas, porque o Brasil tem uma dívida com negros, índios e quilombolas. ""Temos que tratar o próximo da maneira que gostaríamos de ser tratados"".",18,40,45,26,9,2018,2018-09-26 18:40:45,cabo daciolo favorável político cotar o brasil umar dívida negro índio e quilombolas tratar o maneiro gostar tratar,0.0
"Se o Daciolo fosse ateu, ganhava meu voto.",19,11,13,26,9,2018,2018-09-26 19:11:13,o daciolo ateu ganhar votar,-1.0
Daciolo o maior comunista cristão de todos os tempos #DebateSBT,18,39,8,26,9,2018,2018-09-26 18:39:08,daciolo o comunista cristão o debatesbt,1.0
Daciolo pisa na cara do Andrade e do bonoro bonito quando fala de amor e dívida histórica rs; uma pena que tenha ta… https://t.co/sgCi9gPp6k,19,19,58,26,9,2018,2018-09-26 19:19:58,daciolo pisar o caro andrade e bonoro bonito falir amor e dívida histórico rs umar peno ta …,1.0
Nada é tão velho e artificial como a politica  https://t.co/mngXdnnXxl https://t.co/0BmZ6t1UCJ,18,49,11,26,9,2018,2018-09-26 18:49:11,nado velho e artificial comer o politicar,-1.0
Marina hoje tá tão espertinha... tomou o shake #DebateSBT,18,8,54,26,9,2018,2018-09-26 18:08:54,marino tá esperto tomar o shake debatesbt,-1.0
"""Uma pessoa que diz que vai tirar o FIES, o Bolsa Família, o ProUni, essa pessoa nunca passou necessidade"", afirma Cabo Daciolo, no #DebateSBT. ""Com certeza sou favorável às cotas, e vou fazer um trabalho mais amplo. As pessoas tratam o ser humano como se fosse nada"". https://t.co/NCjy2tNY8a",18,53,31,26,9,2018,2018-09-26 18:53:31,umar pessoa tirar o fiar o bolsar família o prouni pessoa passar necessidade afirmar cabo daciolo o debatesbt favorável s cotar e amplo o pessoa tratar o humanar comer nado,0.0
"#DebateSBT #UOLnasUrnas #Ciro12 #CiroNoSBT
É Renan, é Eunício, é....que tristeza! 
Vamos de #CiroPresidente12",18,51,50,26,9,2018,2018-09-26 18:51:50,debatesbt uolnasurnas ciro12 cironosbt renan eunício .... tristeza ciropresidente12,0.0
a gente até esquece que o alckmin tá no debate,19,18,38,26,9,2018,2018-09-26 19:18:38,o gente esquecer o alckmin tá o debater,-1.0
daciolo mandou um beijo pra mãe dele no debate kkkkkkkkk achei fofo d+,19,15,10,26,9,2018,2018-09-26 19:15:10,daciolo mandar beijar pra mãe d o debater kkkkkkkkk achar fofar d+,1.0
Ciro Gomes é imundo demais! #DebateSBT,18,21,1,26,9,2018,2018-09-26 18:21:01,ciro gomar imundo debatesbt,-1.0
Alckmin e Álvaro Dias intervalo no debate #DebateSBT,17,59,8,26,9,2018,2018-09-26 17:59:08,alckmin e álvaro intervalar o debater debatesbt,-1.0
Por enquanto Ciro tá calminho. Vejamos se vai continuar… Deve ter tomado uns rivotril no hospital. https://t.co/q3HdLvVBVJ,18,9,7,26,9,2018,2018-09-26 18:09:07,ciro tá calmo continuar … dever tomar rivotril o hospital,-1.0
"queria assistir a novela, mas o debate tá mt interessante",18,5,13,26,9,2018,2018-09-26 18:05:13,querer assistir o novelar o debater tá mt interessante,1.0
Uma testemunha diz que o assassinato de Celso Daniel foi encomendado pelo PT e tem gente que ainda acredita que o partido prega o amor. https://t.co/b3bRIVaXYh,17,50,49,26,9,2018,2018-09-26 17:50:49,umar testemunhar o assassinato celso daniel encomendar pelar pt e gente acreditar o pregar o amor,-1.0
"#DebateSBT ""O Ceará é o estado que tem o menor índice de mortalidade infantil no Brasil, sendo um dos estados mais pobres""

pisa mesmo meu presidente cirinho ❤️ #CiroNoSbt",18,4,47,26,9,2018,2018-09-26 18:04:47,debatesbt o cear o o índice mortalidade infantil o brasil pobre pisar presidente cirinho ❤ ️ cironosbt,1.0
"o Daciolo defendendo as cotas, o candidato mais consciente",18,37,29,26,9,2018,2018-09-26 18:37:29,o daciolo defender o cotar o candidatar consciente,1.0
Daciolo gastou 700 reais só no retiro? #DebateSBT,19,6,22,26,9,2018,2018-09-26 19:06:22,daciolo gastar 700 real só o retirar debatesbt,0.0
.@UOLNoticias Debate entre presidenciáveis - UOL/Folha/SBT https://t.co/KdNSOHVO6s,19,18,23,26,9,2018,2018-09-26 19:18:23,.@uolnoticias debater entrar presidenciáveis uol folhar sbt,0.0
O Álvaro Dias botou o PT na extrema-esquerda. É muita desonestidade...,18,47,18,26,9,2018,2018-09-26 18:47:18,o álvaro botar o pt o extremo esquerdo desonestidade,-1.0
"Questionado sobre sua opinião sobre cotas para minorias, Daciolo disse que ""houve um erro do Brasil"" e que é preciso ""fazer algo pelo próximo"". E defendeu a manutenção e ampliação dessa política https://t.co/xrHj7CCW38 #Eleições2018 #DebateSBT https://t.co/7hJLY5wQaK",19,4,36,26,9,2018,2018-09-26 19:04:36,questionar sobrar suar opinião sobrar cotar parir minoria daciolo haver errar brasil e precisar pelar e defender o manutenção e ampliação d político eleições2018 debatesbt,0.0
"Marina claramente seguindo meu conselho dado pessoalmente

Veio com tudo para o debate que segundo a mesma inaugura a campanha de verdade",18,33,7,26,9,2018,2018-09-26 18:33:07,marino claramente seguir pessoalmente vir parir o debater segundar o inaugurar o campanha,1.0
"'Muito engraçado você falar que eu  apoie o impeachment quando acabou de pedir a benção para o Renan Calheiros', diz Marina Silva para Haddad. Siga o debate Folha, UOL e SBT https://t.co/xrHj7CCW38 #Eleições2018 #DebateSBT https://t.co/hCiUWFEBXJ",18,21,2,26,9,2018,2018-09-26 18:21:02,engraçar falar apoiar o impeachment acabar pedir o benção parir o renan calheiros marino silvar parir haddad seguir o debater folhar uol e sbt eleições2018 debatesbt,0.0
"""Mãe, eu te amo""

""VAROA, EU TE AMO""

KSKSKSKDKSKSKSKSSKSKSKSKSKSKSKSKSKSKSKSKSKSKSKSK

DACIOLO CRLH",19,11,34,26,9,2018,2018-09-26 19:11:34,mãe amar varoa amar kskskskdkskskskssksksksksksksksksksksksksksksksk daciolo crlh,1.0
PUTA QUE PARIU DACIOLO É GIGANTE,18,37,21,26,9,2018,2018-09-26 18:37:21,puta parir daciolo gigante,1.0
"#DebateSBT, vamos com #Ciro12, #CiroNoSBT",18,25,50,26,9,2018,2018-09-26 18:25:50,debatesbt ciro12 cironosbt,0.0
Me identifico muito com o Ciro Gomes pois quando tenho que criticar alguma coisa eu começo com um discurso bonito e cheio de argumento mas sempre acabo perdendo a paciência e mandando tomar no cu.,18,19,50,26,9,2018,2018-09-26 18:19:50,identificar o ciro gomar pois criticar algum comedir discursar bonito e cheio argumentar acabar perder o paciência e mandar tomar o cu,1.0
@pauloteixeira13 @Haddad_Fernando É mais fácil gostar do Haddad quando não se foi governado por ele,18,49,26,26,9,2018,2018-09-26 18:49:26,@pauloteixeira13 @haddad_fernando fácil gostar haddad governar,-1.0
#DebateSBT  Faltando o principal candidato nesse debate e futuro presidente do país @jairbolsonaro Brasil acima de… https://t.co/Dt4X9sEZHV,18,3,8,26,9,2018,2018-09-26 18:03:08,debatesbt faltar o principal candidatar n debater e futurar presidente país @jairbolsonaro brasil acima …,-1.0
os livros de esquerda que o Lula tava lendo na prisão foram colocados numa caixa dos correios e enviados diretamente pro monte onde o Daciolo tava jejuando,18,40,33,26,9,2018,2018-09-26 18:40:33,o livro esquerdo o lula tava ler o prisão colocar caixa correio e enviar diretamente pro montar o daciolo tava jejuar,-1.0
O Daciolo é cristão. O coiso é estelionatário da fé.,19,9,27,26,9,2018,2018-09-26 19:09:27,o daciolo cristão o coiso estelionatário fé,1.0
"""Ciro Gomes é o mais preparado, vai destruir nos debates""

Realidade: levar uma sova do Cabo Daciolo",19,6,11,26,9,2018,2018-09-26 19:06:11,ciro gomar o preparar destruir o debater realidade levar umar sovar cabo daciolo,-1.0
"GENTE, O DACIOLO ME CONQUISTOU UM POUCO",19,17,32,26,9,2018,2018-09-26 19:17:32,gente o daciolo conquistar,1.0
"ÁLVARO DIAS, O FODAO",19,22,11,26,9,2018,2018-09-26 19:22:11,álvaro o fodao,1.0
Haddad podia sair sem essa. Vai mexer com quem tá quieto. Valeu Marina. Respondeu à altura.,18,30,15,26,9,2018,2018-09-26 18:30:15,haddad sair mexer tá quietar valer marino responder altura,-1.0
"A gente brinca, a gente zoa, mas o Daciolo tá indo bem nesse debate",18,40,8,26,9,2018,2018-09-26 18:40:08,o gente brincar o gente zoar o daciolo tá n debater,1.0
Confirma Haddad Presidente 13!  Melhor Programa de Governo é 13! #HaddadÉLulaNoSBT https://t.co/kco9ZAttlo,19,22,40,26,9,2018,2018-09-26 19:22:40,confirmar haddad presidente 13 melhor programar governar 13 haddadélulanosbt,1.0
"""Alckmin, eu fui professor no seu Governo e faltava giz na sala de aula, faltava papel higiênico no banheiro (...) Mas o que eu quero saber é: cadê o dinheiro da merenda?"", pergunta @GuilhermeBoulos 

Começa assim, de forma suave, o #DebateSBT.",19,6,15,26,9,2018,2018-09-26 19:06:15,alckmin professor o governar e faltar giz o sala aula faltar papel higiênico o banheiro o querer cadê o dinheiro merendar perguntar @guilhermeboulos comedir formar suave o debatesbt,0.0
"@KatiaAbreu O Ciro não é confiável .
No debate está fazendo o jogo sujo da direita.
Não votarei nele se passar para… https://t.co/fNNQY1XqZF",19,26,3,26,9,2018,2018-09-26 19:26:03,@katiaabreu o ciro confiável o debater o jogar sujar direito votar n passar parir …,-1.0
marina a gente ja sabe que tu não vai ta no segundo turno então responde logo essa merda,18,31,17,26,9,2018,2018-09-26 18:31:17,marino o gente ja ta o segundar turno responder merda,-1.0
@cirogomes Putz eu tinha acabado de falar que o CIro não faz coração com a mão :),19,22,11,26,9,2018,2018-09-26 19:22:11,@cirogomes putz acabar falar o ciro coração o mão :),0.0
@bela_borbdo Dia desses eu vi a discussão mais bizarra da internet; um monte de mulheres brigando REAL porque umas… https://t.co/1HKwl5KVFU,19,9,21,26,9,2018,2018-09-26 19:09:21,@bela_borbdo d vir o discussão bizarro internet montar mulher brigar real umar …,0.0
Silêncio que o Presidente vai falar,18,39,47,26,9,2018,2018-09-26 18:39:47,silêncio o presidente falar,1.0
daciolo tem nem mais animo pro debate,19,6,36,26,9,2018,2018-09-26 19:06:36,daciolo animar pro debater,-1.0
#Ciro12 deixa o poste do Lula no chão. Ciro queria PT quando ele achava que não existia mais o MDB. #CiroNoSBT #CiroNoSbt,18,45,7,26,9,2018,2018-09-26 18:45:07,ciro12 deixar o postar lula o chão ciro querer pt achar existir o mdb cironosbt cironosbt,1.0
Essa negativa do Ciro sobre ñ ter ninguem do PT em seu governo significa q numa eventual disputa entre Haddad x Boz… https://t.co/N4i7S7ZiTz,18,23,7,26,9,2018,2018-09-26 18:23:07,negativo ciro sobrar ñ ninguem pt governar significar q eventual disputar entrar haddad x boz …,0.0
12 12 12 12 12. Ciro é 12. #CiroNoSBT #DebateSBT,19,3,20,26,9,2018,2018-09-26 19:03:20,12 12 12 12 12 ciro 12 cironosbt debatesbt,1.0
minha aposta pra próxima pesquisa agora que o daciolo voltou do monte https://t.co/a8YknHyC3W,18,23,34,26,9,2018,2018-09-26 18:23:34,aposto pra pesquisar o daciolo voltar montar,1.0
a cara da Marina kkkkkkkkkkkkkkk,18,53,23,26,9,2018,2018-09-26 18:53:23,o caro marino kkkkkkkkkkkkkkk,-1.0
"AHAHAHHAHAHAHAHAHA O DACIOLO SOLTANDO UM ""GLORIA"" BAXINHO 

FALA DACIOLO #DebateSBT",19,5,31,26,9,2018,2018-09-26 19:05:31,ahahahhahahahahaha o daciolo soltar gloriar baxinho falir daciolo debatesbt,1.0
pela honra e glória do senhor jesus tomara q eu exploda,18,17,19,26,9,2018,2018-09-26 18:17:19,pelar honrar e glória senhor jesus tomar q exploda,-1.0
Marina falou falou e não disse se é contra as medidas do Temer....,18,9,54,26,9,2018,2018-09-26 18:09:54,marino falar falar e o medir temer ....,-1.0
Daciolo manda um MÃE EU TE AMO e Álvaro Dias mada um boa noite e que ta indo ver Flamengo x Corinthians..... eis os canditatos,19,22,49,26,9,2018,2018-09-26 19:22:49,daciolo mandar mãe amar e álvaro mada e ta flamengo x corinthians ..... eis o canditatos,-1.0
"@euraphiis Quanto mais ele sobe, maior será o tombo! Pelo menos espero, pq ninguém em sã consciência vota no fantoche Haddad e no Bozo!! 🤔",18,34,21,26,9,2018,2018-09-26 18:34:21,@euraphiis quantum subir o tombar pelar esperar pq ninguém consciência votar o fantochar haddad e o bozo 🤔,-1.0
"Acompanhe #aovivo Ciro no Debate do SBT, UOL e Folha. #DebateSBT #UOLnasUrnas #Ciro12 https://t.co/y3SVZPND40",17,46,56,26,9,2018,2018-09-26 17:46:56,acompanhar aovivo ciro o debater sbt uol e folhar debatesbt uolnasurnas ciro12,0.0
"A resposta do Haddad foi boa também, lembrando que Ciro queria o petista como vice. ""Seria o dream team."" Cirão da Massa falou isso mesmo. Hipocrisia não tem ideologia. #DebateSBT",18,29,1,26,9,2018,2018-09-26 18:29:01,o respostar haddad lembrar ciro querer o petista comer viçar seriar o dream team cirão massa falar hipocrisia ideologia debatesbt,-1.0
Ciro tem força e autoridade moral.,19,15,49,26,9,2018,2018-09-26 19:15:49,ciro forçar e autoridade moral,1.0
Saudades https://t.co/7qmlwNz5uk,18,55,7,26,9,2018,2018-09-26 18:55:07,saudade,0.0
"Ciro é demais. O que é bom, todo mundo (que presta, minimamente) quer copiar. #CiroNoSBT #DebateSBT https://t.co/vlbdrhFQ1q",19,18,10,26,9,2018,2018-09-26 19:18:10,ciro o mundo presto minimamente querer copiar cironosbt debatesbt,1.0
"""O pobre, o negro, a mulher foram beneficiados pelos nosso programas. O filho do pedreiro virou doutor. É o oposto do governo do FHC que você apoiou"", dispara Haddad em resposta a Álvaro Dias.  #DebateSBT #Eleicoes2018",19,4,10,26,9,2018,2018-09-26 19:04:10,o pobre o negro o mulher beneficiar programar o filhar pedreiro virar doutor o opor governar fhc apoiar disparar haddad respostar o álvaro debatesbt eleicoes2018,0.0
"O debate entre candidatos à Presidência e a mais recente pesquisa eleitoral estão entre os assuntos de hoje de #OsPingosNosIs
https://t.co/cwmLZlla56",18,31,55,26,9,2018,2018-09-26 18:31:55,o debater entrar candidato presidência e o recente pesquisar eleitoral entrar o assunto ospingosnosis,0.0
"O @GuilhermeBoulos foi na goela do Alckmin: 
- cadê o $ da merenda?
- você é o sérgio cabral que não tá preso.
Boulos é foda.",19,15,39,26,9,2018,2018-09-26 19:15:39,o @guilhermeboulos o goelar alckmin cadê o merendar o sérgio cabral tá presar boulos foder,1.0
"Daciolo é uma mistura de Bíblia, Karl Marx e remédios tarja preta.",18,50,11,26,9,2018,2018-09-26 18:50:11,daciolo umar misturar bíblia karl marx e remédio tarjar preto,0.0
O CIRO ZUANDO O MEIRELLES HAHAHAHAHAHAHAHA,19,0,1,26,9,2018,2018-09-26 19:00:01,o ciro zuando o meirelles hahahahahahahaha,1.0
se fosse extrema esquerda já teriam dado um tiro nessa sua cara de bosta que bate em professor álvaro de bostaaaaaa,18,39,27,26,9,2018,2018-09-26 18:39:27,extremo esquerdo tirar n suar caro bostar bater professor álvaro bostaaaaaa,-1.0
Silvio vai contratar o Daciolo pro jornal da manhã,18,40,40,26,9,2018,2018-09-26 18:40:40,silvio contratar o daciolo pro jornal manhã,1.0
"Cabo Daciolo - “vamos prender esses empresários e tomar tudo que é deles e distribuir pro povo.”

É o Stálin que fu… https://t.co/WGLrd9tMAJ",19,9,46,26,9,2018,2018-09-26 19:09:46,cabo daciolo “ prender empresário e tomar d e distribuir pro o stálin fu …,0.0
"Um Boulos com a força que o pt tem hein, queria geras.",18,28,46,26,9,2018,2018-09-26 18:28:46,boulos o forçar o pt hein querer gerar,1.0
Candidatos do PSDB desistem de Alckmin e pedem voto para Jair Bolsonaro - Diário do Poder https://t.co/vQwFtG9wBf,19,21,29,26,9,2018,2018-09-26 19:21:29,candidato psdb desistir alckmin e pedir votar parir jair bolsonaro diário,-1.0
"@ptbrasil @ptbrasiI @LulaOficial2 lembraram de vc presidiário, com parte da verdade, afinal o mundo merece saber a… https://t.co/AwyuoHDoUm",18,47,30,26,9,2018,2018-09-26 18:47:30,@ptbrasil @ptbrasii @lulaoficial2 lembrar vc presidiário afinal o mundo merecer o …,0.0
Respeito em primeiro lugar e propostas para o País. É isto que o povo quer e precisa. #HaddadÉLulaNoSBT https://t.co/HwG09kWq8H,19,22,14,26,9,2018,2018-09-26 19:22:14,respeitar e proposto parir o país o querer e preciso haddadélulanosbt,-1.0
O país precisa de um presidente que conheça sua geografia econômica. Eu conheço o Brasil e vou finalizar as obras tão importantes pro nosso povo que estão estagnadas. #DebateSBT #UOLnasUrnas #Ciro12,18,17,52,26,9,2018,2018-09-26 18:17:52,o país preciso presidente conhecer suar geografia econômica conhecer o brasil e finalizar o obrar importante pro estagnar debatesbt uolnasurnas ciro12,0.0
"Ciro, mais 1 vez, o melhor nos debates. Alguém surpreso?",19,24,11,26,9,2018,2018-09-26 19:24:11,ciro 1 o melhor o debater alguém surpresar,1.0
Qual seu voto para presidente nas eleições de 2018? #DebateSBT,18,50,11,26,9,2018,2018-09-26 18:50:11,votar parir presidente o eleição 2018 debatesbt,0.0
Aah que bonito o Ciro Gomes falando de polarização quando ele é o primeiro esquentadinho pra xingar os outros e agr… https://t.co/ednJCfonG7,19,16,19,26,9,2018,2018-09-26 19:16:19,aah bonito o ciro gomar falar polarização o esquentadinho pra xingar o e agr …,-1.0
cara o daciolo tá revelando sua verdadeira forma já já teremos ele super Sayajin nível 4,18,33,11,26,9,2018,2018-09-26 18:33:11,caro o daciolo tá revelar suar formar super sayajin 4,1.0
"2018 o brasil te tornou totalmente um pais bipolar

de janeiro ate a copa todo mundo brigando por varios motivos

  ai chegou a copa todo mundo VAI BRASIL abraço bjo na boca suruba timeline td feliz

agora eh briga de politica com esfaqueada e soco 

eu sei la esse pais ta loko",19,22,8,26,9,2018,2018-09-26 19:22:08,2018 o brasil tornar totalmente pai bipolar janeiro atar o copar mundo brigar varios motivo ai chegar o copar mundo brasil abraçar bjo o bocar suruba timeline td feliz eh brigar politicar esfaquear e socar o pai ta loko,-1.0
"Vamos firmes no movimento!

CRISTÃO QUE É CRISTÃO VOTA NO DACIOLO! #NeleNao !!

#DebateSBT #UolNasUrnas #EleNao",19,23,2,26,9,2018,2018-09-26 19:23:02,firme o movimentar cristão cristão votar o daciolo nelenao debatesbt uolnasurnas elenao,1.0
para honra e para gloria do nosso senhor jesus daciolo vai pegar uns votos do salnorabo,18,17,29,26,9,2018,2018-09-26 18:17:29,parir honrar e parir gloriar senhor jesus daciolo voto salnorabo,1.0
"Pastor Cabo Daciolo, paz do senhor.
Nós aqui em Feira Nova,Pernambuco  temos a honra de ter um grande homem de Deus… https://t.co/G6CwRWlmt7",18,2,1,26,9,2018,2018-09-26 18:02:01,pastor cabo daciolo paz senhor nó feirar pernambuco o honrar homem deus …,1.0
O Ciro é excelente. Cara inteligente pra cacete. Seria o presidente ideal pro país nesse momento. Pena que o fanati… https://t.co/RFFSVHRSYA,18,10,7,26,9,2018,2018-09-26 18:10:07,o ciro excelente caro inteligente pra cacete seriar o presidente ideal pro país n peno o fanati …,1.0
@iahgos cachorro de gorro comentando política no sbt,18,39,8,26,9,2018,2018-09-26 18:39:08,@iahgos cachorro gorro comentar político o sbt,0.0
"É bizarro ver nos comentários das lives desses debates a chuva de preconceito não contra Boulos, Ciro ou Haddad, ma… https://t.co/x4H5COmewR",19,8,42,26,9,2018,2018-09-26 19:08:42,bizarro o comentário lives d debater o chuva preconceito boulos ciro haddad ma …,-1.0
"Por isso ele quer ir pra lá, ficar mais perto do comando.",18,32,54,26,9,2018,2018-09-26 18:32:54,querer pra ficar comandar,0.0
"Assista AO VIVO, aqui no Twitter, ao debate entre os candidatos à Presidência da República! ⬇️

📺Transmissão ao vivo
⚡️Tweets mais relevantes
⌛️Atualização em tempo real
📝Análises

@SBTonline @folha @UOL #DebateSBT
https://t.co/NCvfT2NcJb",18,43,32,26,9,2018,2018-09-26 18:43:32,assistir o o viver o twitter o o debater entrar o candidato presidência repúblico ⬇ ️ 📺 transmissão o o viver ⚡ ️tweets relevante ⌛ ️atualização real 📝 análise @sbtonline @folha @uol debatesbt,0.0
Podia dividir a internet e deixar quem é fã de político tudo junto e isolado,19,21,8,26,9,2018,2018-09-26 19:21:08,dividir o internet e deixar fã político juntar e isolar,-1.0
"Gente kkkkkk o haddad é tão poste que eu n vi ele falando, achei que ele seria o ultimo a falar e fiquei esperando e pah, o debate acabou",19,24,1,26,9,2018,2018-09-26 19:24:01,gente kkkkkk o haddad postar n vir falar achar seriar o ultimar o falar e ficar esperar e pah o debater acabar,-1.0
